full_text,label
para koruptor dipastikan akan mendapatkan hukuman yang  sesuai dengan  perbuatannya. lanjutkan mbg dengan  pengawasan yang  ketat optimis bisa jauh lebih baik,Tata Kelola
"bacanya jangan buru buru, orang jelas jelas ""tempat makan mbg""",Kualitas Pangan
sampai guru disuruh jadi tumbal mbg 🥰,Kualitas Pangan
"anggota koramil 13/kresek serka supatmo monitoring pendistribusian mbg bagi siswa dan siswi sekolah wilayah cisoka dari yayasan al munawwir cendekia mulia cisoka di desa cisoka, kecamatan cisoka, kabupaten tangerang. jumat (1/8/2025).",Distribusi
tdp jsp gate keeper nanti ,Lainnya
tidak dapat  mbg ig,Lainnya
belum  ada yang  bikin menu mbg sebagai  salah satu program diet nih?? mayan lah murah loh 🤣🫵,Lainnya
"sudah buka katanya lagi, ini outlook rapbn 2026 untuk anggaran pendidikan sudah deal ya!! 44% dari 757,8t anggaran 'pendidikan' untuk  mbg 335t sedaapp sedaap skali, mbg adalah pendidikan itu sendiri (kebun binatang diperluas &amp; binatangnya (anak sekolah) digemukkan",Anggaran
"dengan kata lain, program mbg adalah investasi jangka panjang untuk masa depan indonesia, dengan fokus pada peningkatan kualitas gizi sebagai kunci untuk mencapai sdm unggul dan kemajuan bangsa.",Sasaran Penerima
awokawok sis sudah pada  bercocok tanam &amp; berternak lom? kalau guwe sih beli di supermarket saja  lagean tidak suka  mbg juga sorry ye sorry ye,Lainnya
"apakah ada evaluasi terhadap dampak mbg terhadap pelajar, atau hanya makin membuat gendut para pejabat dan kontraktornya..",Tata Kelola
"mr. yth, apa yang  akan anda lakukan untuk mencegah kasus keracunan massal akibat program makan gratis agar tidak kembali terulang?",Kualitas Pangan
"komunikasi politik dan bias optimisme lagi dan lagi, sulit euy punya pres detached from reality mahh (setelah bilang mbg sukses besar)",Politik
rakyat d kasih  mbg beracun.. ff sama  jenglot makan mewah2 an..,Politik
saking murahnya biaya makan mbg sampai buat banyak siswa keracunan makanan,Kualitas Pangan
"pernah juga baca komen ""balikin lagi petrus biar anak anak ini tidak manja"" di tiktok. dan tahu ga, video nya tentang apa?? video nya tentang anak sekolah yang  keluh  kalau program mbg di domisili mereka tidak enak. kayak  omg.. video se harmless itu.. memang mending punah saja  manusia",Kualitas Pangan
"tweet 4 kami tidak dibayar, sementara jika ada rantang hilang kami wajib ganti. belum lagi ulah sebagian kepala daerah yang mengeluarkan pernyataan bahwa guru harus mencicipi mbg tersebut sebelum diserahkan kepada siswa. jadi kami guru ini dijadikan apa??",Tata Kelola
"saya  mauk rate dua hari ospek🤓 day 1, sweruu poll samping saya  sefrekuensi imod dan pembaiq. shock njir ternyata guest star nya om deddy.. then rate makanan 6/10 agak hambar kayak  mbg whopss",Kualitas Pangan
gila  benar  dana zakat untuk program makan gratis akan digunakan pemerintah untuk  program makan geratis. sementara anggota dpr 1 hari rp 3 jt perorang. belum uang beras hampir rp 19 jt,Anggaran
mbg ini kan bertujuan untuk  mengurangi biaya pembelian beras bagi  keluarga yang  punya anak usia sekolah.,Ekonomi
sudah mirip  nunggu mbg.,Sasaran Penerima
"sekolah rakyat, mbg, dua program yang butuh anggaran diatas 350 triliun per tahun. coba uang segitu digenjot buat pembukaan lahan pekerjaan dan modernisasi pertanian",Anggaran
"ade saya disekolahnya sudah mulai dapat  mbg, tapi sepertinya percuma karena  ade saya  picky eater jadi tetap  saja  kudu bawa bekal  sendiri",Distribusi
mbg is a solid alpha,Lainnya
siapapun bubarin mbg,Lainnya
salah satu program prioritas utama presiden prabowo adalah makan bergizi gratis (mbg) yang menelan anggaran sekitar rp 121 triliun.,Anggaran
"adik  saya baru dapat  mbg di sekolahnya dia pap di grup, reaksi orangtua  saya pertama kali ""cium dulu kalau  bau tidak usah dimakan""",Kualitas Pangan
"jika negara tidak sanggup buat koperasi merah putih, mbg, sekolah rakyat. tidak usah dibuat. sebaiknya negara fokus dengan meningkatkan apbn melalui potensi sda dan sdm yang ada. ngapain ngutang ngutang, mau berapa hutang negara ini yang harus ditanggung generasi indonesia..?",Anggaran
"jujur sekolah tuh tidak butuh smart tv anjir ‍ guru tanpa smart tv juga bisa ajar  arghh pemerintah kok tolol sekali  sih. please stop kek ginian dan mbg sama tingkatin kesejahteraan guru saja  kenapa  susah. ginian saja  bisa tapi ngebuat p3k guru jadi paruh waktu, tidak dosa kamu pada",Anggaran
"kejar target 20 juta penerima manfaat mbg hingga hut ke-80 ri, mungkinkah?",Sasaran Penerima
mmyayangkan harusnya mbg untuk  prioritas murid yang  memang harus dibantu didaerah2 terpencil dn dengan  data stunting yang  tinggi dn harus  mmberdayakan pangan lokal,Sasaran Penerima
tidak semua semiskin itu. kamu kerumah mereka lebih better makanan mereka dibanding mbg,Kualitas Pangan
"stop program mbg, tidak berguna",Lainnya
"mbg pun belatung terus  sama beracun! biar saja  yang  makan anggaran mbg matiknya dibelatungin,kuburannya isinya ular semua",Kualitas Pangan
"program mbg dipacu terus, anak bangsa makin sehat dan kuat pastinya!",Sasaran Penerima
woy kocak bukannya kamu yang  ngehabisin uang pendidikan buat mbg yang  tidak guna itu,Anggaran
mbg sangat mubazir bayangkan saja  1 orang anak sakit tidak  masuk sekolah makananya gmubazir gimana kalau seluruh indonesia ada 10.00 anak yang  tidak  masuk..?? program mbg hanya pintu masuk korupsi lebih berakal menjual atas nama anak2,Anggaran
bukan yang  masak mbg yang  dipanggil dasar termul dungu total,Tata Kelola
stop mbg unfaedah,Politik
mbg nya beracun begitu  kok dibanggain,Kualitas Pangan
"kadang saya mikir, beliau ini seperti 2 pribadi yang sangat berbeda. ketika pidato, janji dan kata katanya sangat luar biasa tegas, bagus, ideal tapi praktik  lapangan seringkali kebalikannya (efisiensi tapi kabinet gemuk; tingkatkan pendidikan tapi gaji guru kemakan mbg), dan lain",Kualitas Pangan
yang paling paham urus  makan anak secara langsung ya orang tuanya bukan pemerintah tapi itulah negeri kita kalau bisa dibikin susah ngapain dipermudah apalagi ada cuan besar di bisnis mbg,Tata Kelola
"saya tidak bilang mbg 'feeding' ideal, jauh dari itu. tapi negara tetap usaha feeding ke dalam, meski pelaksanaannya compang-camping. dan bantuan ke luar mirip  10.00 ton beras itu bukan tandanya negara lebih peduli keluar, tapi bagian dari relasi, sejarah, dan posisi diplomatik",Politik
besok mbg dikasih ke pemerintah saja  biar pada keracunan terus mati massal deh yeayy,Politik
"itu mbg kena kasus di pondok inisal a,karena santrinya dapat  mbg akhir dilarikan ke rumah nasi berasa opolosan sakit",Kualitas Pangan
makan bergizi gratis dorong kualitas pendidikan dan buka harapan baru di daerah terpencil,Distribusi
netty mengatakan permintaan seorang siswa kepada presiden prabowo subianto agar burger dijadikan menu program makan bergizi gratis (mbg) menunjukkan pentingnya melakukan edukasi gizi yang lebih masif dan komprehensif di lingkungan sekolah dan keluarga.,Kualitas Pangan
"berdasarkan data dari sumber seperti katadata dan indef (2025), mitra mbg utamanya adalah umkm, petani, nelayan, dan pengelola dapur lokal. mereka diprioritaskan dari kelompok miskin (kuintil 1-2) di wilayah 3t untuk cipta lapangan kerja. latar belakang ekonomi: mayoritas dari",Ekonomi
mbg tetap dikasih ke murid kok dibilang mubazir sih. lanjutkan mbg,Distribusi
20 juta makan bergizi gratis untuk anak indonesia,Sasaran Penerima
"ditambah lagi proker2 pemerintah yang banyak memakan biaya tidak masuk akal, seperti mbg, kopdes merah putih, lumbung pangan, dll. jadi, perlu efisiensi anggaran untuk beberapa  kementrian, kaya dana pendidikan, kesehatan itu diapgkas habis untuk nutup proker",Anggaran
"adekku pertama kali dapat  mbg di sekolahnya: “gak enak sayurnya bau, semangkanya kecut”",Kualitas Pangan
duit negara cuma buat buat mbg yang  mana tidak punya output yang  jelas dan tidak balik modal.. cuma habis anggaran,Anggaran
mbg mie ayam 🤤🤤,Lainnya
"yah, sayangnya mereka berdua tidak punya kesempatan buat pembuktian, tapi setidaknya di wilayah masing² mereka pernah terpilih untuk  memimpin. also, didebat mereka lebih unggul dalam setiap topik. argumen dan data mereka oke. bukan yang setiap masalah solusinya mbg.",Politik
"jangan nder, saya juga pernah ditawarin lokernya tapi saya gamau. selain tidak digaji, liat saja  hasilnya mbg nder, bobrok begitu  masa kamu masih berani ngelamar kesitu?",Distribusi
"hahahaha temen2nya adik  saya juga merasa  sama kok, masa dapat  makan gratis enak tiap hari tidak seneng, dapat buah juga adik  saya bilang :""itu mereka  kalau sekarang masih sekolah juga paling bakal senang  ada mbg ini"" sejauh ini sih bangga, karena  janji kampanyenya masih sesuai",Sasaran Penerima
"makanya kasih itu dana mbg ke orang tua masing2, mereka yang  menyiapkan dengan cinta, pikirkan betul2 pendidikan gratis (seperti yang  saudara2 kami di papua sampaikan), kenapa ngotot dengan mbg ‼",Anggaran
"eits baca dulu guys itu naiknya karena budget mbg naik. alias yang  ditambah itu budgetnya mbg, kesejahteraan guru ya sama saja ",Anggaran
lah. itu mbg kan ada. diprotes juga kok. setiap kebijakan akan ada selalu kritik apakah itu bijak. lebih baik ajarin orang cara cari makan dripada sekedar dikasih makan,Politik
keracunan masal: terbongkar fakta 196 siswa dan guru jadi korban program makan bergizi gratis di gemolong sragen -,Kualitas Pangan
"big problem pak prabowo adalah ide dan gagasannya besar dan bagus, tapi  in action pelaksanaannya itu lumayan kacau dan tidak terukur, contoh mbg ini banyak  terindikasi korupsi dimana mana, pak prabowo terlalu mempercayai person to person tapi  tidak membuat proses dan sistem yang  jelas",Tata Kelola
kata saya juga ini event prabowo makan mbg jir,Lainnya
bhima yudhistira kritik anggaran makan bergizi gratis rp335 t -,Anggaran
"tweet 1 surat dari seorang guru untuk presiden. selamat pagi, pak prabowo, saya ingin bicara atas nama pribadi. kabarnya mbg telah merekrut 290.00 tenaga kerja. dana yang diambil 44% dari alokasi dana pendidikan bersumber dari 20% apbn.",Tata Kelola
"pemerintah tidak diam. pada juli 2025, luncurkan 3 program prioritas: sekolah rakyat (pendidikan gratis berasrama untuk anak miskin ekstrem), cek kesehatan gratis di sekolah, dan pemberdayaan sosial ekonomi. juga program makan bergizi gratis, koperasi desa, hilirisasi cipta",Politik
my mbg nyamm,Lainnya
langkah pertama: hapus mbg,Politik
di ibu kota saja yang  dapat  masih diitung. eh tapi mbg ini berlaku di seluruh indonesia atau hanya daerah tertentu sih?,Distribusi
lma papua barat daya dukung program mbg,Politik
"he he yang  jelas tidak tepar sasaran kenapa yang  dapat  mbg d kota² besar mbok ya d sekolah yang  agak pelosok mereka kebanyakan makan nya kurang ya jatah 10 k dapat  apa anak ku tak tanya ma nya enak tidak jawab e hambar ,lauknya sedikit ",Distribusi
"loh bangsa yang kuat dan hebat itu kan dimulai dari anak anak yang bisa tumbuh dengan sehat dak cerdas, itulah peran mbg ini lanjutkan mbg",Sasaran Penerima
mbg bangsatt,Politik
"jadi pemasok mbg, supplier ikan naik kelas berkat kur bri",Ekonomi
"padahal bukan sekolah negeri dan punya kitchen sendiri, tapi harus sekali  dapat  mbg itu kenapa sih aneh",Distribusi
mbg : makan ber-larva gratis,Kualitas Pangan
"kemplu jan! harusnya mbg diliburin, sekaligus evaluasi ketat &amp; menyeluruh.",Distribusi
kita bangsat yang besar butuh makan siang gratis rakyat susah ekonomi &gt; mbg solusinya rakyat stunting anaknya &gt; mbg solusinya rakyat kena phk &gt; mbg solusinya rakyat terjerat judol &gt; mbg solusinya rakyat tidak sekolah &gt; mbg solusinya mbg solusinya buat negara besar ini,Politik
ini yang kata stella mbg bisa tingkatkan kemampuan siswa dalam matematika - bahasa inggris?,Lainnya
indonesia emas 2045 tak akan tercapai tanpa anak-anak yang sehat dan kuat hari ini. mbg jadi kunci utamanya.,Sasaran Penerima
"kata saya mah jangan menyanjung program pemerintah yang masih abu-abu, anggaran mbg yang semula 25k saja  bisa jadi 10k, mana vendor banyak yang tidak dibayar lagi.",Anggaran
pantes saja di hari libur panjang tetap di salurkan jatah mbg nya walau menunya kurang bergisi ternyata ada 7an yang.. auuww ..ah gelap 🤣,Distribusi
"tidak mungkinlah setega itu kasih  makanan basi ke anak-anak. lagi  permasalahan itu sudah ditangani, jadi mbg sekarang sudah aman pokoknya.. lanjutkan mbg",Kualitas Pangan
"di bekasi juga banyak yang tidak kebagian mbg, makanya aneh angka segitu harusnya sudah rata kebagian semua",Distribusi
"hahaha program sohibnya si jokodox.. musnahkan saja  progam mbg tu. tidak ada manfaat. bagus program sekolah gratis, kesehatan gratis, atau buka loker sebesar2nya. mbg : mukidi bahlul gibran. 🤣",Politik
"demo dimana mana, kejahatan ai meraja lela, pajak naik dengan pesat, dana pendidikan dipangkas dengan ekstrim cuma untuk mbg yang  tidak pernah ada berita bagusnya, janji kampanye belum ada yang  terlaksana, bawahannya kalau  bicara  asbun doang, dan lain sebagainya yang  tidak bisa disebut",Anggaran
"1. sekolah rakyat, maksimalkan sd inpres yang  sudah ada dengan  menambah fasiltas, &amp; kurikulum setaraf sd swasta unggulan, ini lebih menyentuh seluruh rakyat. 2. mbg, dibuat central kitchen permanen disetiap kecamatan (terpakai jangka panjang), ada ahli gizi, &amp; distribusi lebih mudah,",Tata Kelola
fokus belajar jadi lebih gampang kalau ada program mbg yang support makan sehat tiap hari,Sasaran Penerima
dana bansos bisa di pakai  untuk pemerataan program mbg di sekolah 2 seluruh wilayah indonesia program presiden prabowo untuk meningkatkan kualitas generasi penerus dan investasi untuk  masa depan bangsa,Anggaran
mbg makanan beracun gratis,Kualitas Pangan
mbg ..gagal..sr..gagal..daya beli turun..isomu opo?,Politik
coba mas wapres turun saat mbg berlangsung disekolah2 tapi harus mendadak sebab kalau diberitahu pasti mbg akan terlihat bagus,Tata Kelola
mbg gaje,Lainnya
entah  kapan sadarnya bangsa ini tentang energi yang terbuang sia sia. yahya zaini menyikapi usulan tambahan anggaran sebesar rp 118 triliun yang diajukan badan gizi nasional (bgn) untuk pelaksanaan program mbg di 2026.,Anggaran
"kita semua yang  waras juga sangat menyayangkan, tapi tahu kan pemerintah sekeras kepala apa tetap  saja  dilanjut itu  mbg",Kualitas Pangan
"di daerahku sudah berapa  kali ketemu belatung di lauknya, then what does the b in mbg stand for? belatung kah manies",Kualitas Pangan
"makanya presiden prabowo subianto melakukan program makan bergizi gratis, harapannya kelak anak anak indonesia ke depan sehat dan pintar. sehingga tidak bisa lagi di bodoh bodohin seperti janji palsu gibran",Politik
"yah, padahal mau ngirimin mbg.",Lainnya
makan bergizi gratis atau makan beracun gratis?,Kualitas Pangan
"bangkee mulai dari mbg sampai yang ini, makin tidak beres niih negara",Lainnya
buat mbg tercinta dongg,Politik
semoga semua dapur mbg ini lancar distribusinya! maknyus kapolri,Distribusi
"warga sukabumi pemilu kemarin  menangin 02, sudah dijogetin saja  gemoy2 sambil santap mbg ya tidak",Politik
"gubernur bengkulu helmi hasan menyatakan kesiapan provinsi itu menjadi daerah yang aktif mendukung arah kebijakan nasional dan proyek strategis nasional, seperti program makan bergizi gratis (mbg) dan ketahanan pangan nasional.",Politik
yang  hasilnya hanya jadi ta'i dan tak sedikit yang  keracunan..luar biasa program mbg anda tuan presiden,Kualitas Pangan
"tujuan mulia pemenuhan gizi anak kalau tidak ditopang dengan konsep dan rencana yang  matang akan menghasilkan kegagalan yang heroic. saya lebih setuju uang mbg untuk program kesejahteraan masyarakat, logika sederhana rakyat sejahtera pasti bisa membeli makanan bergizi. 🤔",Anggaran
"guys ada yang  mau bikin persebaran keracunan mbg di indonesia tidak si? kek mana nanti yang  zona merah, zona kuning, dll.",Kualitas Pangan
"sudah tidak ngerti lagi  dah, duit pajak buat mbg doangg kahh peruntukkannya?",Anggaran
sebutkan umkm yang  bisa jadi dapur mbg,Ekonomi
"gimana tidak rawan, pengawas mbg saja  orang-orang yang baru lulus kuliah. sudah benar  saran ahok, mbg akan effective kalau yang di libatkan itu ibu ibu dari siswa tersebut yang buat dapur sekolah",Tata Kelola
saya gedeg sekali  sekarang sudah mulai sliweran mobil mbg mbg tidak jelas itu. mana waktu pp harus nglewatin kantornya pula.,Kualitas Pangan
gimana kalau  konsumsi rapat pejabat juga disamakan mirip  mbg?,Anggaran
dan yang disediain di mbg adalah makanan anjing.,Kualitas Pangan
"negara auto pilot pemimpinnya sibuk sendiri dengan urusannya seperti mbg, ikn, danantara dan lain sementara rakyatnya sudah megap2 susah cari kerja sekarang tidak jelas sangat  solusi nya apa.",Politik
wew kayaknya mbg lebih mungkin direalisasikan buat agenda pemersatu bang. tinggal tambahkan usulan penerima dari kalangan mahasiswa. biar kader di komisariat juga tahu bagaimana ransum bergizi ala bangun  itu..,Sasaran Penerima
"kepala bangun  dadan hindayana menyampaikan, pihaknya telah meminta kepala satuan pelayanan pemenuhan gizi (sppg) untuk memastikan berapa kali dalam seminggu para murid dan guru dapat hadir di sekolah selama masa libur sekolah. lanjutkan mbg keren",Distribusi
"selalu bilang negara butuh anggaran besar, tapi kerjanya hura hura terus naikin gaji anggota dpr yang kerjanya tidak jelas, rakyat dipalakin pajak abis abisan benar  benar  tidak waras ini negara, pembangunan negara pun tidak nampak , hanya fokus ke mbg dan ningkatin korban keracunan",Politik
"program mbg memang punya niat baik untuk atasi stunting, tapi insiden keracunan massal (lebih dari 2.00 korban sejak januari 2025, sumber: bbc, tempo, cnn) tunjukkan kegagalan implementasi serius. daripada bubar, evaluasi total &amp; perketat standar bisa selamatkan program. apa",Kualitas Pangan
download rangkuman dan dokumentasi initiative! “mbg untuk stunting: sudahkah di arah yang tepat”,Lainnya
"benar, program mbg dimulai bertahap januari 2025 sebagai uji coba awal. namun per juli 2025, telah menjangkau &gt;6 juta penerima, kurangi kemiskinan &amp; stunting, serta diapresiasi dunia. ini bukti keberhasilan konkret (sumber: 21 juli 2025). subyektif ya,",Tata Kelola
saya pusing anjrit mending main roblox saja  segala udang tercemar radioaktif bayi meninggal karena klb campak bayi meninggal karena cacing camp kebangsaan di swiss mbg stainless non food grade terindikasi tercemar minyak babi/lard oil,Kualitas Pangan
nihayatul wafiroh desak aparat usut penyedia mbg buntut ratusan siswa di ntt keracunan massal,Kualitas Pangan
segabut ini saya ladenin debat sama  penyedia vendor mbg dia tidak terima kalau mbg adalah beban tapi by data pun mbg membebani anggaran negara mencapai 50% tahu kan saat seperti  ini mayoritas anggaran negara dari duit rakyat/pajak kalau saya pov sebagai  rakyat tidak mau duitku cuma buat urusan perut,Anggaran
"mbg jelek begitu masih dipaksa aja, buat apa sih?",Kualitas Pangan
mbg ganti mie instan saja  ya ringan malah  anak suka meskipun  nol gizi,Kualitas Pangan
"ya gampang mbg mu saja  cuma nasi tentara seabreg terus  lauknya tempe orek secuil, susu sama buah segecil.",Kualitas Pangan
"kalau yang saya tahu, biasanya si anak sudah diwanti-wanti dari rumah sama orangtua  kalau sekiranya tidak mau makan mbg, yaudah tidak usah dimakan. biasanya dibekali juga dari rumah biar bisa sekedar ikut makan bersama",Kualitas Pangan
seberapa besarnya dampak ekonomi dari program mbg,Ekonomi
"bangun  jangan tutup mata, dpr ri sebut pelaksanaan mbg sudah menunjukkan kelalaian serius",Tata Kelola
"saya setuju, rencana yang abal-abal bisa berujung kehancuran, seperti kasus mbg dengan temuan belatung dan keracunan di berbagai daerah (papua, tuban, dll., sumber: tempo, detik, 2025). namun, jika diperbaiki dengan pengawasan ketat, program ini potensial kurangi stunting. apa",Tata Kelola
anying mbg apaan itu cok kok premium??,Kualitas Pangan
"program makan bergizi gratis (mbg) yang digulirkan presiden prabowo , program unggulan ini bertujuan untuk meningkatkan kualitas sumber daya manusia melalui pemberian makanan bergizi kepada siswa-siswi.",Sasaran Penerima
akan kah pak elan dan abhijit banerjee akan buat paper buat evaluasi dampak mbg?? wkwkwkw,Lainnya
kamu saja  sono sama para mentri mentri kamu cobain makan mbg beracunn. akan  terbiasa gak?,Kualitas Pangan
"itu anggaran ratusan trilyun untuk program mbg lebih baik digunakan untuk buka peternakan sapi, peternakan telur ayam, perkebunan sayur mayur di setiap kota/kabupaten dan hasil panennya untuk program mbg goblo**k!!",Anggaran
"opini thoollol tanpa riset,tanpa diberikan program mbg orang² bisa belajar lewat ahli gizi gratis di media online,lu pikir menu mbg bergizi semua 🤣 thoollol² belain segininya tapi gadapet jatah jabatan 🤣🤣",Kualitas Pangan
"masyarakat meningkat,” tegas wamen isyana saat membuka mukernas ipekb dan hut ke-18 ipekb, senin (28/07). mulai dari makan bergizi gratis, sekolah rakyat, layanan cek kesehatan gratis, penguatan ekonomi lewat koperasi merah putih, ketahanan pangan melalui",Politik
semua butuh makan bang karena kebutuhan pokok manusia aneh saja  di suru setop padahal bermanfaat lanjutkan mbg,Sasaran Penerima
"pahala mah kalau  mbg nya di palestina. noh lagi  krisis, baru cari pahala.",Politik
ratusan siswa di ntt keracunan usai konsumsi makan bergizi gratis,Kualitas Pangan
"tidak ada perhatian sedikitpun hidup dinegara ini dari penguasa. sejatinya hidup rakyat indonesia murni 100% dari perjuangan mereka sendiri, apalah artinya bansos, bsu dan mbg kalau rakyat akhirnya pajak dinaikkan. kami tidak akan bayar pajak, kecuali pajak langsung potong.",Politik
"wala, sudah kamu tegur? atau bilang ke pengawas mbg nya?",Tata Kelola
dari kualitas mbg saja  sudah bisa terlihat prilaku korupnya..,Politik
bekal makanan seminggu ini.. alhamdulilah bergizi dan buatan istri. soalnya tidak dapat makan bergizi gratis dan entah buatan siapa..,Lainnya
tokoh papua dukung mbg,Politik
mbg merupakan program yang mampu membangkitkan ekonomi kerakyatan secara komprehensif,Ekonomi
setuju pakai  sekali  pak.. poling nya sangat mewakili gereget saya  saat melihat pernyataan seorg mentri unfaedah tentang ada ank2 yang  keracunan mbg..,Kualitas Pangan
aamin btw saya  sudah  dapat mbg tapi jelek  sekali  anjing tidak enak telornya basi,Kualitas Pangan
"ikut saya  mau egx kapein, nanti  kita nyuri smwa pangan mbg sampai pemerintah kuwalahan, akhirnya progamny diganti jadi pendidikan gratis deh 🤤🫰",Lainnya
11 12 sama junjungan gemoynya yang  liat murid keracunan mbg cuma angka,Politik
produksi mbg dan higienis untuk generasi emas indonesia,Kualitas Pangan
dengar  banyak cerita tentang  mafia mbg di daerah jawa barat. parah.,Tata Kelola
"sementara penyaluran mbg kepada ibu hamil, ibu menyusui, hingga balita tetap berjalan karena mekanismenya dikirim ke rumah atau posyandu. ""kelompok ibu hamil, ibu menyusui, anak balita, itu lanjutkan dikirim ke rumah dan posyandu masing-masing,"" lanjutnya. lanjutkan mbg",Distribusi
memang  bisa? dapur mbg bukannya mitra? memang  bisa ngatur karyawan mitra ya?,Tata Kelola
cara pintar kuatin bangsa? investasi makan bergizi gratis lewat apbn 2026 supaya anak indonesia tambah tangguh,Sasaran Penerima
"untuk memastikan kualitas makanan bergizi gratis (mbg) tetap terjaga, pemerintah menggandeng berbagai kementerian dan lembaga, termasuk kemenkes, kemendikbud, dan badan pom.",Tata Kelola
bayangin kalau prabowo di kasih mbg basi,Kualitas Pangan
"omong kosong,, hanya tingkatkan saldo orang-orang bgn,, daerah saya tidak ada tuh mbg,, pemerintahan indonesia ini sudah jadi bebal,,🤔🤔",Distribusi
mbg : makan belatung guys.,Kualitas Pangan
lemas  kaya anggaran buat selain mbg,Anggaran
"rakyat &amp; mahasiswa bangladesh lebih berharga daripada isi negeri ini, mudah ditaklukkan dengan sembako &amp; mbg🤭",Politik
seandainya ai bisa diterapkan buat masak dan kontrol mbg pasti tidak akan ada masakan berbelatung dan masakan basi.,Tata Kelola
"ya, berita penghentian cpns 2025 benar: pemerintah hanya buka ppk di kejagung, kppu, dan bgn, fokus selesaikan casn 2024 (sumber: kompas, kemenpan-rb). alasan di thread: - kabinet prabowo punya 48 menteri, 56 wamen (benar, per setkab). - anggaran mbg ~rp71-121t (benar,",Anggaran
mbg sangat membantu tumbuh kembang masyarakat,Lainnya
kasihan pak dihianati bawahannya sendiri pelaku2 mbg malah menuai kecaman tidak sesuai dengan  ekspektasi,Tata Kelola
mbg ini seperti lintah darat anggaran besar..pagi anggaran apbd terbesar pertama masih kurang ..dsaat kwalitas makan buruk didaerah..,Politik
"ah om sam,,kyak tidak tahu pesulap aja,, data orang miskin saja  bisa ilang drastis,palagi cuma data mbg,, tinggal main  sulap saja  ,,ilang",Sasaran Penerima
mbg hari ini soto🫶 kuah soto hanyalah pengalihan rasa eneg dari protein,Kualitas Pangan
akuteh mau bikin thread mbg tapi kamari keburu libur jadi weh 🥲 lanjut lagi begitu  ya?,Lainnya
naon sakola urang asa teu kabagian mbg mbg acan,Distribusi
paling yang  dibahas tidak jauh2 dari mbg,Lainnya
ini makan bergizi gratis atau malah jadi makan beracum gratis.. ooh tolon,Kualitas Pangan
