full_text,label
"Tweet 4
Kami TIDAK DIBAYAR, sementara jika ada rantang hilang kami WAJIB GANTI.

Belum lagi ulah sebagian kepala daerah yang mengeluarkan pernyataan bahwa guru harus mencicipi MBG tersebut sebelum diserahkan kepada siswa.

Jadi kami guru ini dijadikan apa???",Tata Kelola
"ak mauk rate dua hari ospek🤓😔✊
Day 1, SWERUUUU POLL samping ak sefrekuensi imod dan pembaiq. Shock njir ternyata Guest star nya om deddy... then rate makanan 6/10 agak hambar kyk mbg whopss🖐️😹🖐️",Kualitas Pangan
Gile Bener Dana Zakat untuk Program Makan Gratis akan digunakan pemerintah utk Program Makan Geratis. Sementara Anggota DPR 1 hari Rp 3 Jt Perorang. Belum uang beras hampir Rp 19 Jt https://t.co/eSdoga0rKD,Anggaran
@Rhaesaa @ARSIPAJA MBG ini kan bertujuan utk mengurangi biaya pembelian beras bg keluarga yg punya anak usia sekolah.,Ekonomi
@Minjeons @cthanhee @Mioju @yawnzdzn @LosmenInn Udah kayak nunggu mbg.,Sasaran Penerima
"@PreciosaKanti Sekolah rakyat, MBG, dua program yang butuh anggaran diatas 350 triliun per tahun. Coba uang segitu digenjot buat pembukaan lahan pekerjaan dan modernisasi pertanian",Anggaran
"ade gue disekolahnya dah mulai dapet mbg, tapi sepertinya percuma karna ade gua picky eater jadi ttp aja kudu bawa bekel sendiri😑",Distribusi
@Airdropified MBG is a solid alpha,Lainnya
Siapapun bubarin MBG😭👊,Lainnya
"Salah satu program prioritas utama Presiden Prabowo adalah Makan Bergizi Gratis (MBG) yang menelan anggaran sekitar Rp 121 triliun.

https://t.co/5mPKJjDNae",Anggaran
"adek gue baru dapet mbg di sekolahnya dia pap di grup, reaksi ortu gue pertama kali ""cium dulu kalo bau gausah dimakan"" 😭",Kualitas Pangan
"Jika negara tidak sanggup buat koperasi merah putih, MBG, sekolah rakyat.
Tidak usah dibuat. 
Sebaiknya negara fokus dengan meningkatkan APBN melalui potensi SDA dan SDM yang ada.

Ngapain ngutang ngutang, mau berapa hutang negara ini yang harus ditanggung generasi Indonesia..?",Anggaran
"Jujur sekolah tuh gak butuh smart tv anjir 😮‍💨 guru tanpa smart tv juga bisa ngajar ARGHHH PEMERINTAH KOK TOLOL BANGET SIH. Please stop kek ginian dan mbg sama tingkatin kesejahteraan guru aja napa susah. Ginian aja bisa tapi ngebuat p3k guru jadi paruh waktu, gak dosa lo pada",Anggaran
"Kejar Target 20 Juta Penerima Manfaat MBG hingga HUT Ke-80 RI, Mungkinkah? https://t.co/507Oe2SJxM",Sasaran Penerima
@abi_sasaLL Mmyayangkan harusnya MBG utk prioritas murid yg memang harus dibantu didaerah2 terpencil dn dgn data stunting yg tinggi dn hrs mmberdayakan pangan lokal,Sasaran Penerima
@PreciosaKanti Ga semua semiskin itu. Lu kerumah mereka lebih better makanan mereka dibanding MBG,Kualitas Pangan
"Stop program MBG, gk berguna",Lainnya
"MBG pun belatung mulu sama beracun! Biar aja yg makan anggaran MBG matiknya dibelatungin,kuburannya isinya ular semua 😌",Kualitas Pangan
"@DivHumas_Polri Program MBG dipacu terus, anak bangsa makin sehat dan kuat pastinya!",Sasaran Penerima
woy kocak bukannya lu yg ngehabisin uang pendidikan buat mbg yg ga guna itu,Anggaran
@erickthohir MBG sangat mubazir bayangkan aja 1 org anak sakit ngak masuk sekolah makananya Gmubazir gimana kalau seluruh indonesia ada 10.000 anak yg ngak masuk..??? program MBG hanya pintu masuk korupsi lebih berakal menjual atas nama anak2,Anggaran
"@ARSIPAJA Bukan yg masak MBG yg dipanggil 
Dasar termul dungu total",Tata Kelola
@BosPurwa STOP MBG UNFAEDAH,Politik
@muttle9 @und_cuckoosnest @FelixSGL1 MBG nya beracun gitu 😅 kok dibanggain,Kualitas Pangan
"@NichNach8 Kadang saya mikir, beliau ini seperti 2 pribadi yang sangat berbeda. 
Ketika pidato, janji dan kata katanya sangat luar biasa tegas, bagus, ideal

Tapi praktek lapangan seringkali kebalikannya (efisiensi tapi kabinet gemuk; tingkatkan pendidikan tapi gaji guru kemakan MBG), dll",Kualitas Pangan
@susno2g Yang paling paham ngurus makan anak secara langsung ya orang tuanya bukan Pemerintah tapi itulah Negeri kita kalau bisa dibikin susah ngapain dipermudah apalagi ada cuan besar di bisnis MBG,Tata Kelola
"@roseisabtch @IndoPopBase Gue gak bilang MBG 'feeding' ideal, jauh dari itu. Tapi negara tetap usaha feeding ke dalam, meski pelaksanaannya compang-camping.

Dan bantuan ke luar kayak 10.000 ton beras itu bukan tandanya negara lebih peduli keluar, tapi bagian dari relasi, sejarah, dan posisi diplomatik",Politik
besok mbg dikasih ke pemerintah aja biar pada keracunan terus mati massal deh yeayyy,Politik
"@KangManto123 itu MBG kena kasus di pondok inisal A,karena santrinya dpt MBG akhir dilarikan ke rumah nasi berasa opolosan sakit",Kualitas Pangan
Makan bergizi gratis dorong kualitas pendidikan dan buka harapan baru di daerah terpencil https://t.co/XkSzBrZ9Cv,Distribusi
"Netty mengatakan permintaan seorang siswa kepada Presiden Prabowo Subianto agar burger dijadikan menu Program Makan Bergizi Gratis (MBG) menunjukkan pentingnya melakukan edukasi gizi yang lebih masif dan komprehensif di lingkungan sekolah dan keluarga.

https://t.co/dnSQj9ICGi",Kualitas Pangan
"@MultiOLShop21 @ARSIPAJA Berdasarkan data dari sumber seperti Katadata dan INDEF (2025), mitra MBG utamanya adalah UMKM, petani, nelayan, dan pengelola dapur lokal. Mereka diprioritaskan dari kelompok miskin (kuintil 1-2) di wilayah 3T untuk cipta lapangan kerja. Latar belakang ekonomi: mayoritas dari",Ekonomi
"@cupang_fish @ARSIPAJA MBG tetap dikasih ke murid kok dibilang mubazir sih.
Lanjutkan MBG",Distribusi
20 JUTA MAKAN BERGIZI GRATIS UNTUK ANAK INDONESIA https://t.co/Ajk2y1YxBC,Sasaran Penerima
"@RamadhanyAffan2 @randomable_ Ditambah lagi proker2 pemerintah yang banyak memakan biaya ga masuk akal, seperti MBG, kopdes merah putih, lumbung pangan, dll. Jadi, perlu efisiensi anggaran untuk bbrp kementrian, kaya dana pendidikan, kesehatan itu diapgkas habis untuk nutup proker",Anggaran
"adekku pertama kali dapet mbg di sekolahnya:
“gak enak sayurnya bau, semangkanya kecut” 😭😭😭😭😭",Kualitas Pangan
@ARSIPAJA Duit negara cuma buat buat mbg yg mana gk punya output yg jelas dan gk balik modal... Cuma habis anggaran,Anggaran
MBG MIE AYAM 🤤🤤🤤 https://t.co/zvRauesHQj,Lainnya
"Yah, sayangnya mereka berdua ga punya kesempatan buat pembuktian, tapi setidaknya di wilayah masing² mereka pernah terpilih utk memimpin.

Also, didebat mereka lebih unggul dalam setiap topik. Argumen dan data mereka oke. Bukan yang setiap masalah solusinya MBG.",Politik
"@worksfess Jangan nder, aku jg pernah ditawarin lokernya tapi aku gamau. Selain gak digaji, liat aja hasilnya MBG nder, bobrok gitu masa kamu masih berani ngelamar kesitu? 😭",Distribusi
"@Piecemaker777 @ekakunjeri Hahahaha temen2nya adek saya juga ngerasa sama kok, masa dapet makan gratis enak tiap hari gak seneng, dapat buah juga 

Adek saya bilang :""itu mrk kalau sekarang masih sekolah jg paling bakal seneng ada mbg ini""

Sejauh ini sih bangga, krn janji kampanyenya masih sesuai",Sasaran Penerima
"@detikcom @detikbali__ Makanya kasih itu dana MBG ke orang tua masing2, mereka yg menyiapkan dengan cinta, pikirkan betul2 PENDIDIKAN GRATIS (seperti yg saudara2 kami di Papua sampaikan), kenapa ngotot dengan MBG ‼️😒",Anggaran
"@IndoPopBase Eits baca dulu guys itu naiknya karena budget MBG naik. Alias yg ditambah itu budgetnya MBG, kesejahteraan guru ya sama aja",Anggaran
"@roseisabtch @IndoPopBase Lah.
Itu MBG kan ada.
Diprotes juga kok.

Setiap kebijakan akan ada selalu kritik apakah itu bijak.

Lebih baik ajarin org cara cari makan dripada sekedar dikasih makan",Politik
Keracunan Masal: Terbongkar Fakta 196 Siswa dan Guru Jadi Korban Program Makan Bergizi Gratis di Gemolong Sragen -  https://t.co/p7eIaCEPOH https://t.co/5FhEhVs6mS,Kualitas Pangan
"@NOTASLIMBOY Big Problem Pak Prabowo adalah Ide dan gagasannya besar dan bagus, TPI in action pelaksanaannya itu lumayan kacau dan TDK terukur, contoh MBG ini bnyak terindikasi Korupsi dimana mana, Pak Prabowo terlalu mempercayai person to person TPI tdk membuat proses dan sistem yg jelas",Tata Kelola
Kata aku juga ini event Prabowo makan mbg jir,Lainnya
Bhima Yudhistira Kritik Anggaran Makan Bergizi Gratis Rp335 T - https://t.co/9HaFnSz5di https://t.co/JfLIhzFpbF,Anggaran
"Tweet 1
Surat dari seorang guru untuk Presiden.
Selamat pagi, Pak prabowo, saya ingin bicara atas nama pribadi.

Kabarnya MBG telah merekrut 290.000 tenaga kerja. Dana yang diambil 44% dari alokasi dana pendidikan bersumber dari 20% APBN. https://t.co/hLzUSJx2U9",Tata Kelola
"@rizal_septyan @tempodotco Pemerintah tidak diam. Pada Juli 2025, luncurkan 3 program prioritas: Sekolah Rakyat (pendidikan gratis berasrama untuk anak miskin ekstrem), cek kesehatan gratis di sekolah, dan pemberdayaan sosial ekonomi. Juga program makan bergizi gratis, koperasi desa, hilirisasi cipta",Politik
@4wonxin my mbg NYAMMMM,Lainnya
Langkah pertama: HAPUS MBG,Politik
"@cutmalika63 @detikcom Di ibu kota saja yg dpt masih diitung. 
Eh tp MBG ini berlaku di seluruh Indonesia atau hnya daerah tertentu sih?",Distribusi
LMA Papua Barat Daya Dukung Program MBG https://t.co/rfVIDXismf,Politik
"@inijoejoe @grok He he yg jelas tidak tepar sasaran
Kenapa yg dpt mbg d kota² besar
Mbok ya d sekolah yg agak pelosok
Mereka kebanyakan makan nya kurang 
Ya jatah 10 k dpt apa
Anak ku tak tanya ma nya enak ndak
Jawab e hambar ,lauknya dikit",Distribusi
"@evi_sufiani @Mdy_Asmara1701 Loh bangsa yang kuat dan hebat itu kan dimulai dari anak anak yang bisa tumbuh dengan sehat dak cerdas, itulah peran MBG ini Lanjutkan MBG",Sasaran Penerima
MBG BANGSATTT,Politik
"Jadi Pemasok MBG, Supplier Ikan Naik Kelas Berkat KUR BRI
https://t.co/k5ToaxJHRT",Ekonomi
"Padahal bukan sekolah negeri dan punya kitchen sendiri, tapi harus banget dapet MBG itu kenapa sih ANEH",Distribusi
MBG : Makan Ber-larva Gratis,Kualitas Pangan
"@ARSIPAJA KEMPLU JAN! Harusnya MBG diliburin, sekaligus evaluasi ketat &amp; menyeluruh.",Distribusi
"@yourboydinn Kita bangsat yang besar butuh makan siang gratis

Rakyat susah ekonomi &gt; mbg solusinya
Rakyat stunting anaknya &gt; mbg solusinya
Rakyat kena phk &gt; mbg solusinya
Rakyat terjerat judol &gt; mbg solusinya
Rakyat ga sekolah &gt; mbg solusinya

Mbg solusinya buat negara BESAR ini",Politik
@ARSIPAJA Ini yang kata Stella MBG bisa tingkatkan kemampuan siswa dalam matematika - bahasa inggris?,Lainnya
Indonesia Emas 2045 tak akan tercapai tanpa anak-anak yang sehat dan kuat hari ini. MBG jadi kunci utamanya. https://t.co/uSgr2A6rDx,Sasaran Penerima
"Kata w mah jangan menyanjung program pemerintah yang masih abu-abu, anggaran MBG yang semula 25k aja bisa jadi 10k, mana vendor banyak yang ga dibayar lagi.",Anggaran
"@DS_yantie Pantes saja di hari libur
Panjang tetap di salurkan 
Jatah MBG nya walau menunya kurang Bergisi 
Ternyata ada 7an yang....
Auuuuww ...ah gelap 😎🤣",Distribusi
"@QueenSilence_ @_bangagoengDuA @prabowo Gak mungkinlah setega itu ngasi makanan basi ke anak-anak. Lagian permasalahan itu udah ditangani, jadi MBG sekarang sudah aman pokoknya..
Lanjutkan MBG",Kualitas Pangan
"@NOTASLIMBOY di Bekasi juga banyak yang ga kebagian MBG, makanya aneh angka segitu harusnya udah rata kebagian semua",Distribusi
"@MasBRO_back Hahaha
Program sohibnya si jokodox..
Musnahkan aj progam MBG tu. Gak ada manfaat.
Bagus program sekolah gratis, kesehatan gratis, atau buka loker sebesar2nya. MBG : Mukidi Bahlul Gibran. 😂🤣😅😁",Politik
"demo dimana mana, kejahatan AI meraja lela, pajak naik dengan pesat, dana pendidikan dipangkas dengan ekstrim cuma untuk mbg yg ga pernah ada berita bagusnya, janji kampanye belum ada yg terlaksana, bawahannya kalo ngomong asbun doang, dan lain sebagainya yg ga bisa disebut",Anggaran
"@cakimiNOW @prabowo 1. Sekolah Rakyat, maksimalkan SD Inpres yg sdh ada dgn menambah fasiltas, &amp; kurikulum setaraf SD swasta unggulan, ini lebih menyentuh seluruh Rakyat. 
2. MBG, Dibuat CENTRAL KITCHEN permanen disetiap Kecamatan (TERPAKAI JANGKA PANJANG), ada ahli Gizi, &amp; distribusi lebih mudah,",Tata Kelola
@POSITIFITI Fokus belajar jadi lebih gampang kalau ada Program MBG yang support makan sehat tiap hari,Sasaran Penerima
"Dana Bansos bisa di pake untuk pemerataan Program MBG di sekolah 2 seluruh wilayah Indonesia 

Program Presiden Prabowo untuk meningkatkan kualitas generasi penerus dan investasi utk masa depan bangsa 🇮🇩 https://t.co/1uWygzZFo4",Anggaran
@Gojekmilitan @prabowo MBG MAKANAN BERACUN GRATIS,Kualitas Pangan
@__AnakKolong MBG ...GAGAL....SR....GAGAL....DAYA BELI TURUN.....ISOMU OPO?,Politik
@Metro_TV Coba Mas Wapres @gibran_tweet turun saat MBG berlangsung disekolah2 tapi harus mendadak sebab kalau diberitahu pasti MBG akan terlihat bagus,Tata Kelola
@MiskinTV_ mbg gaje🗿,Lainnya
"Ntah kapan sadarnya  bangsa ini tentang energi yang terbuang sia sia.
https://t.co/WeLv5FIlQ9

Yahya Zaini menyikapi usulan tambahan anggaran sebesar Rp 118 triliun yang diajukan Badan Gizi Nasional (BGN) untuk pelaksanaan program MBG di 2026.",Anggaran
"@txtdrimedia kita semua yg waras jg sangat menyayangkan, tapi tau kan pemerintah sekeras kepala apa tetep aja dilanjut tu MBG 😤",Kualitas Pangan
"@BosPurwa di daerahku udh brp kali ketemu belatung di lauknya, Then what does the B in MBG stand for? Belatung kah manies 😙",Kualitas Pangan
"@_G03NT03R_ @gibran_tweet Makanya presiden Prabowo Subianto melakukan program makan bergizi gratis, harapannya kelak anak anak Indonesia ke depan sehat dan pintar. Sehingga tidak bisa lagi di bodoh bodohin seperti janji palsu Gibran 😂😂😂",Politik
"@Vickittty Yah, padahal mau ngirimin MBG.",Lainnya
Makan BERGIZI gratis atau makan BERACUN gratis?,Kualitas Pangan
"@DS_yantie Bangkeee mulai dari MBG sampai yang ini, makin gak beres niih negara",Lainnya
BUAT MBG TERCINTA DONGGG,Politik
semoga semua dapur MBG ini lancar distribusinya! Maknyus Kapolri https://t.co/Xf6fybAbG5,Distribusi
"@detikjabar_ Warga sukabumi pemilu kmren menangin 02, udah dijogetin aja gemoy2 sambil santap mbg ya gak",Politik
"Gubernur Bengkulu Helmi Hasan menyatakan kesiapan provinsi itu menjadi daerah yang aktif mendukung arah kebijakan nasional dan proyek strategis nasional, seperti program Makan Bergizi Gratis (MBG) dan ketahanan pangan nasional.https://t.co/NLUIW4wCLH",Politik
@ARSIPAJA Yg hasilnya hanya jadi ta'i dan tak sedikit yg keracunan...luar biasa program MBG anda tuan Presiden @prabowo,Kualitas Pangan
"Tujuan MULIA pemenuhan gizi anak klo tidak ditopang dengan konsep dan rencana yg matang akan menghasilkan kegagalan yang heroic. Gw lebih setuju uang MBG untuk program kesejahteraan masyarakat, logika sederhana rakyat sejahtera pasti bisa membeli makanan bergizi. 🤔🍿",Anggaran
"@BosPurwa guys ada yg mau bikin persebaran keracunan MBG di indonesia ga si? 

kek mana nanti yg zona merah, zona kuning, dll.",Kualitas Pangan
"dah ga ngerti lg dah, duit pajak buat mbg doanggg kahhh peruntukkannya?",Anggaran
@akbar84_ @budimandjatmiko Sebutkan UMKM yg bisa jadi dapur MBG,Ekonomi
"@MemeComicIndo Gimana ga rawan, Pengawas MBG aja orang-orang yang baru lulus kuliah. Udah bener saran Ahok, MBG akan effective kalau yang di libatkan itu ibu ibu dari siswa tersebut yang buat dapur sekolah",Tata Kelola
gw gedeg banget sekarang udah mulai sliweran mobil mbg mbg gajelas itu. mana waktu pp harus nglewatin kantornya pula.,Kualitas Pangan
Gimana kalo konsumsi rapat pejabat juga disamakan kayak MBG?,Anggaran
dan yang disediain di MBG adalah makanan anjing.,Kualitas Pangan
"@susno2g Negara auto PILOT pemimpinnya sibuk sendiri dengan URUSANNYA seperti MBG, IKN, DANANTARA dll sementara rakyatnya sudah megap2 susah cari kerja sekarang gak jelas bgt solusi nya apa. https://t.co/MQ06mMc2Lh",Politik
Wew kayaknya MBG lebih mungkin direalisasikan buat agenda pemersatu bang. Tinggal tambahkan usulan penerima dari kalangan mahasiswa. Biar kader di komisariat juga tau bagaimana ransum bergizi ala BGN itu...,Sasaran Penerima
"@cobeh2022 Kepala BGN Dadan Hindayana menyampaikan, pihaknya telah meminta kepala Satuan Pelayanan Pemenuhan Gizi (SPPG) untuk memastikan berapa kali dalam seminggu para murid dan guru dapat hadir di sekolah selama masa libur sekolah.

Lanjutkan MBG Keren ❤️",Distribusi
"@IndoPopBase Selalu bilang negara butuh anggaran besar, tapi kerjanya hura hura terus naikin gaji anggota dpr yang kerjanya ga jelas, rakyat dipalakin pajak abis abisan bener bener ga waras ini negara, pembangunan negara pun ga nampak , cuman fokus ke mbg dan ningkatin korban keracunan",Politik
"@Andriyansy84275 @wannafigh @CNNIndonesia Program MBG memang punya niat baik untuk atasi stunting, tapi insiden keracunan massal (lebih dari 2.000 korban sejak Januari 2025, sumber: BBC, Tempo, CNN) tunjukkan kegagalan implementasi serius. Daripada bubar, evaluasi total &amp; perketat standar bisa selamatkan program. Apa",Kualitas Pangan
"Download Rangkuman dan Dokumentasi Initiative! “MBG untuk Stunting: Sudahkah di Arah yang Tepat”

https://t.co/7BqKTWJ9tR",Lainnya
"@SubwIdo @hikmetNuraan @aniesbaswedan Benar, program MBG dimulai bertahap Januari 2025 sebagai uji coba awal. Namun per Juli 2025, telah menjangkau &gt;6 juta penerima, kurangi kemiskinan &amp; stunting, serta diapresiasi dunia. Ini bukti keberhasilan konkret (sumber: https://t.co/nWENC1TVpw, 21 Juli 2025). Subyektif ya,",Tata Kelola
"GW PUSING ANJRIT MENDING MAIN ROBLOX AJA
Segala udang tercemar radioaktif
Bayi meninggal karena KLB campak
Bayi meninggal karena cacing
Camp kebangsaan di Swiss
MBG stainless non food grade terindikasi tercemar minyak babi/lard oil",Kualitas Pangan
"Nihayatul Wafiroh Desak Aparat Usut Penyedia MBG Buntut Ratusan Siswa di NTT Keracunan Massal

https://t.co/BMBiuUjjzy",Kualitas Pangan
"Segabut ini gue ladenin debat ama penyedia vendor mbg

Dia g terima klo mbg adalah beban
Tp by data pun mbg membebani anggaran negara mencapai 50% 
Tau kan saat spt ini mayoritas anggaran negara dari duit rakyat/pajak

Klo aku POV sbg rakyat gak mau duitku cuma buat urusan perut",Anggaran
"@tanyarlfes mbg jelek begitu masih dipaksa aja, buat apa sih?",Kualitas Pangan
@Rachsofyan82 @savicali Mbg ganti mie instan aj ya ringan mlah anak suka mskipun nol gizi,Kualitas Pangan
"@ARSIPAJA ya gampang mbg mu aja cuma nasi tentara seabreg trus lauknya tempe orek secuil, susu sama buah segecil.",Kualitas Pangan
"@nabiylarisfa Kalau yang saya tahu, biasanya si anak udah diwanti-wanti dari rumah sama ortu kalau sekiranya gak mau makan MBG, yaudah gak usah dimakan. Biasanya dibekali juga dari rumah biar bisa sekedar ikut makan bersama",Kualitas Pangan
@grok seberapa besarnya dampak ekonomi dari program MBG @prabowo,Ekonomi
"BGN Jangan Tutup Mata, DPR RI Sebut Pelaksanaan MBG Sudah Menunjukkan Kelalaian Serius

https://t.co/8HRBBe2eAS",Tata Kelola
"@AntonSubagia @hansssolo Saya setuju, rencana yang abal-abal bisa berujung kehancuran, seperti kasus MBG dengan temuan belatung dan keracunan di berbagai daerah (Papua, Tuban, dll., sumber: Tempo, Detik, 2025). Namun, jika diperbaiki dengan pengawasan ketat, program ini potensial kurangi stunting. Apa",Tata Kelola
@s_____emin ANYING MBG APAAN ITU COK KOK PREMIUM???,Kualitas Pangan
"Program Makan Bergizi Gratis (MBG) yang digulirkan Presiden Prabowo ,  Program unggulan ini bertujuan untuk meningkatkan kualitas sumber daya manusia melalui pemberian makanan bergizi kepada siswa-siswi. https://t.co/K97HQdL7yY",Sasaran Penerima
Akan kah pak elan dan abhijit banerjee akan buat paper buat evaluasi dampak MBG??? WKWKWKW,Lainnya
lu aja sono sama para mentri mentri lu cobain makan MBG beracunn. Bakalan terbiasa gak?,Kualitas Pangan
"@ARSIPAJA Itu anggaran ratusan Trilyun untuk program MBG lebih baik digunakan untuk buka peternakan sapi, peternakan telur ayam, perkebunan sayur mayur di setiap kota/kabupaten dan hasil panennya untuk program MBG GOBLO***K!!!!",Anggaran
